State,Date,Hourly Demand Met (in MW)
Delhi - 2018,04-Jan 7am,3072.93
Delhi - 2018,04-Jan 8am,3614.31
Delhi - 2018,04-Jan 9am,3886.80
Delhi - 2018,04-Jan 10am,4020.79
Delhi - 2018,04-Jan 11am,3883.82
Delhi - 2018,04-Jan 12pm,3696.79
Delhi - 2018,04-Jan 1pm,3264.59
Delhi - 2018,04-Jan 2pm,3222.97
Delhi - 2018,04-Jan 3pm,3153.44
Delhi - 2018,04-Jan 4pm,3155.44
Delhi - 2018,04-Jan 5pm,3320.74
Delhi - 2018,04-Jan 6pm,3538.06
Delhi - 2018,04-Jan 7pm,3507.28
Delhi - 2018,04-Jan 8pm,3286.43
Delhi - 2018,04-Jan 9pm,2985.69
Delhi - 2018,04-Jan 10pm,2661.47
Delhi - 2018,04-Jan 11pm,2239.05
Delhi - 2018,05-Jan 12am,1870.61
Delhi - 2018,05-Jan 1am,1673.65
Delhi - 2018,05-Jan 2am,1583.03
Delhi - 2018,05-Jan 3am,1546.27
Delhi - 2018,05-Jan 4am,1607.79
Delhi - 2018,05-Jan 5am,1861.31
Delhi - 2018,05-Jan 6am,2477.09
Delhi - 2018,05-Jan 7am,3253.26
Delhi - 2018,05-Jan 8am,3870.84
Delhi - 2018,05-Jan 9am,4163.15
Delhi - 2018,05-Jan 10am,4389.39
Delhi - 2018,05-Jan 11am,4272.83
Delhi - 2018,05-Jan 12pm,4055.78
Delhi - 2018,05-Jan 1pm,3500.86
Delhi - 2018,05-Jan 2pm,3379.05
Delhi - 2018,05-Jan 3pm,3272.03
Delhi - 2018,05-Jan 4pm,3255.57
Delhi - 2018,05-Jan 5pm,3395.94
Delhi - 2018,05-Jan 6pm,3607.23
Delhi - 2018,05-Jan 7pm,3557.22
Delhi - 2018,05-Jan 8pm,3337.50
Delhi - 2018,05-Jan 9pm,3036.62
Delhi - 2018,05-Jan 10pm,2720.75
Delhi - 2018,05-Jan 11pm,2300.65
Delhi - 2018,06-Jan 12am,1925.22
Delhi - 2018,06-Jan 1am,1710.28
Delhi - 2018,06-Jan 2am,1621.81
Delhi - 2018,06-Jan 3am,1574.20
Delhi - 2018,06-Jan 4am,1616.44
Delhi - 2018,06-Jan 5am,1849.89
Delhi - 2018,06-Jan 6am,2365.77
Delhi - 2018,06-Jan 7am,3031.58
Delhi - 2018,06-Jan 8am,3596.42
Delhi - 2018,06-Jan 9am,3878.45
Delhi - 2018,06-Jan 10am,4107.84
Delhi - 2018,06-Jan 11am,3973.86
Delhi - 2018,06-Jan 12pm,3677.13
Delhi - 2018,06-Jan 1pm,3235.65
Delhi - 2018,06-Jan 2pm,3078.38
Delhi - 2018,06-Jan 3pm,2951.18
Delhi - 2018,06-Jan 4pm,2923.49
Delhi - 2018,06-Jan 5pm,3113.19
Delhi - 2018,06-Jan 6pm,3460.43
Delhi - 2018,06-Jan 7pm,3557.22
Delhi - 2018,06-Jan 8pm,3337.50
Delhi - 2018,06-Jan 9pm,3036.62
Delhi - 2018,06-Jan 10pm,2643.98
Delhi - 2018,06-Jan 11pm,2205.47
Delhi - 2018,07-Jan 12am,1842.20
Delhi - 2018,07-Jan 1am,1634.92
Delhi - 2018,07-Jan 2am,1531.32
Delhi - 2018,07-Jan 3am,1484.44
Delhi - 2018,07-Jan 4am,1521.44
Delhi - 2018,07-Jan 5am,1725.65
Delhi - 2018,07-Jan 6am,2147.22
Delhi - 2018,07-Jan 7am,2723.47
Delhi - 2018,07-Jan 8am,3355.30
Delhi - 2018,07-Jan 9am,3735.43
Delhi - 2018,07-Jan 10am,3990.87
Delhi - 2018,07-Jan 11am,3943.25
Delhi - 2018,07-Jan 12pm,3729.09
Delhi - 2018,07-Jan 1pm,3272.28
Delhi - 2018,07-Jan 2pm,3020.57
Delhi - 2018,07-Jan 3pm,2786.16
Delhi - 2018,07-Jan 4pm,2725.95
Delhi - 2018,07-Jan 5pm,2876.94
Delhi - 2018,07-Jan 6pm,3186.91
Delhi - 2018,07-Jan 7pm,3201.20
Delhi - 2018,07-Jan 8pm,3042.33
Delhi - 2018,07-Jan 9pm,2860.71
Delhi - 2018,07-Jan 10pm,2610.56
Delhi - 2018,07-Jan 11pm,2258.82
Delhi - 2018,08-Jan 12am,1862.28
Delhi - 2018,08-Jan 1am,1669.63
Delhi - 2018,08-Jan 2am,1495.01
Delhi - 2018,08-Jan 3am,1474.34
Delhi - 2018,08-Jan 4am,1524.91
Delhi - 2018,08-Jan 5am,1810.60
Delhi - 2018,08-Jan 6am,2519.08
Delhi - 2018,08-Jan 7am,3289.16
Delhi - 2018,08-Jan 8am,3780.74
Delhi - 2018,08-Jan 9am,4043.70
Delhi - 2018,08-Jan 10am,4131.57
Delhi - 2018,08-Jan 11am,3949.63
Delhi - 2018,08-Jan 12pm,3680.87
Delhi - 2018,08-Jan 1pm,3273.13
Delhi - 2018,08-Jan 2pm,3192.67
Delhi - 2018,08-Jan 3pm,3093.84
Delhi - 2018,08-Jan 4pm,3056.79
Delhi - 2018,08-Jan 5pm,3196.80
Delhi - 2018,08-Jan 6pm,3482.44
Delhi - 2018,08-Jan 7pm,3455.81
Delhi - 2018,08-Jan 8pm,3318.10
Delhi - 2018,08-Jan 9pm,3000.40
Delhi - 2018,08-Jan 10pm,2681.45
Delhi - 2018,08-Jan 11pm,2249.54
Delhi - 2018,09-Jan 12am,1877.13
Delhi - 2018,09-Jan 1am,1676.68
Delhi - 2018,09-Jan 2am,1574.43
Delhi - 2018,09-Jan 3am,1542.28
Delhi - 2018,09-Jan 4am,1601.63
Delhi - 2018,09-Jan 5am,1890.26
Delhi - 2018,09-Jan 6am,2585.23
Delhi - 2018,09-Jan 7am,3374.17
Delhi - 2018,09-Jan 8am,3871.29
Delhi - 2018,09-Jan 9am,4027.95
Delhi - 2018,09-Jan 10am,4141.26
Delhi - 2018,09-Jan 11am,3973.79
Delhi - 2018,09-Jan 12pm,3704.37
Delhi - 2018,09-Jan 1pm,3221.32
Delhi - 2018,09-Jan 2pm,3132.77
Delhi - 2018,09-Jan 3pm,3085.55
Delhi - 2018,09-Jan 4pm,3053.11
Delhi - 2018,09-Jan 5pm,3176.37
Delhi - 2018,09-Jan 6pm,3492.71
Delhi - 2018,09-Jan 7pm,3464.48
Delhi - 2018,09-Jan 8pm,3253.34
Delhi - 2018,09-Jan 9pm,2972.23
Delhi - 2018,09-Jan 10pm,2677.99
Delhi - 2018,09-Jan 11pm,2236.20
Delhi - 2018,10-Jan 12am,1857.44
Delhi - 2018,10-Jan 1am,1674.67
Delhi - 2018,10-Jan 2am,1586.99
Delhi - 2018,10-Jan 3am,1545.25
Delhi - 2018,10-Jan 4am,1606.68
Delhi - 2018,10-Jan 5am,1896.77
Delhi - 2018,10-Jan 6am,2581.60
Delhi - 2018,10-Jan 7am,3434.64
Delhi - 2018,10-Jan 8am,3906.81
Delhi - 2018,10-Jan 9am,4083.25
Delhi - 2018,10-Jan 10am,4183.02
Delhi - 2018,10-Jan 11am,4023.30
Delhi - 2018,10-Jan 12pm,3766.27
Delhi - 2018,10-Jan 1pm,3295.81
Delhi - 2018,10-Jan 2pm,3181.64
Delhi - 2018,10-Jan 3pm,3072.31
Delhi - 2018,10-Jan 4pm,3068.29
Delhi - 2018,10-Jan 5pm,3196.79
Delhi - 2018,10-Jan 6pm,3515.71
Delhi - 2018,10-Jan 7pm,3462.86
Delhi - 2018,10-Jan 8pm,3242.79
Delhi - 2018,10-Jan 9pm,2957.28
Delhi - 2018,10-Jan 10pm,2662.65
Delhi - 2018,10-Jan 11pm,2234.43
Delhi - 2018,11-Jan 12am,1870.14
Delhi - 2018,11-Jan 1am,1676.95
Delhi - 2018,11-Jan 2am,1582.65
Delhi - 2018,11-Jan 3am,1539.82
Delhi - 2018,11-Jan 4am,1593.99
Delhi - 2018,11-Jan 5am,1899.52
Delhi - 2018,11-Jan 6am,2646.69
Delhi - 2018,11-Jan 7am,3434.64
Delhi - 2018,11-Jan 8am,3808.95
Delhi - 2018,11-Jan 9am,3963.10
Delhi - 2018,11-Jan 10am,4063.70
Delhi - 2018,11-Jan 11am,3885.39
Delhi - 2018,11-Jan 12pm,3626.02
Delhi - 2018,11-Jan 1pm,3173.42
Delhi - 2018,11-Jan 2pm,3103.77
Delhi - 2018,11-Jan 3pm,3064.54
Delhi - 2018,11-Jan 4pm,3048.72
Delhi - 2018,11-Jan 5pm,3176.69
Delhi - 2018,11-Jan 6pm,3497.06
Delhi - 2018,11-Jan 7pm,3451.58
Delhi - 2018,11-Jan 8pm,3216.59
Delhi - 2018,11-Jan 9pm,2936.99
Delhi - 2018,11-Jan 10pm,2616.59
Delhi - 2018,11-Jan 11pm,2220.80
Delhi - 2018,12-Jan 12am,1864.62
Delhi - 2018,12-Jan 1am,1673.24
Delhi - 2018,12-Jan 2am,1569.91
Delhi - 2018,12-Jan 3am,1536.11
Delhi - 2018,12-Jan 4am,1596.08
Delhi - 2018,12-Jan 5am,1916.97
Delhi - 2018,12-Jan 6am,2719.67
Delhi - 2018,12-Jan 7am,3485.40
Delhi - 2018,12-Jan 8am,3915.03
Delhi - 2018,12-Jan 9am,4056.11
Delhi - 2018,12-Jan 10am,4173.00
Delhi - 2018,12-Jan 11am,4031.59
Delhi - 2018,12-Jan 12pm,3766.47
Delhi - 2018,12-Jan 1pm,3288.49
Delhi - 2018,12-Jan 2pm,3179.57
Delhi - 2018,12-Jan 3pm,3081.31
Delhi - 2018,12-Jan 4pm,3075.33
Delhi - 2018,12-Jan 5pm,3222.86
Delhi - 2018,12-Jan 6pm,3461.72
Delhi - 2018,12-Jan 7pm,3445.02
Delhi - 2018,12-Jan 8pm,3191.89
Delhi - 2018,12-Jan 9pm,2911.01
Delhi - 2018,12-Jan 10pm,2594.05
Delhi - 2018,12-Jan 11pm,2242.29
Delhi - 2018,13-Jan 12am,1868.59
Delhi - 2018,13-Jan 1am,1679.99
Delhi - 2018,13-Jan 2am,1575.11
Delhi - 2018,13-Jan 3am,1538.95
Delhi - 2018,13-Jan 4am,1590.68
Delhi - 2018,13-Jan 5am,1829.09
Delhi - 2018,13-Jan 6am,2363.21
Delhi - 2018,13-Jan 7am,3037.56
Delhi - 2018,13-Jan 8am,3571.98
Delhi - 2018,13-Jan 9am,3800.09
Delhi - 2018,13-Jan 10am,3903.06
Delhi - 2018,13-Jan 11am,3659.29
Delhi - 2018,13-Jan 12pm,3329.88
Delhi - 2018,13-Jan 1pm,2945.08
Delhi - 2018,13-Jan 2pm,2821.12
Delhi - 2018,13-Jan 3pm,2713.27
Delhi - 2018,13-Jan 4pm,2680.51
Delhi - 2018,13-Jan 5pm,2844.81
Delhi - 2018,13-Jan 6pm,3126.50
Delhi - 2018,13-Jan 7pm,3089.00
Delhi - 2018,13-Jan 8pm,2874.34
Delhi - 2018,13-Jan 9pm,2562.69
Delhi - 2018,13-Jan 10pm,2345.18
Delhi - 2018,13-Jan 11pm,2035.68
Delhi - 2018,14-Jan 12am,1724.99
Delhi - 2018,14-Jan 1am,1536.92
Delhi - 2018,14-Jan 2am,1434.42
Delhi - 2018,14-Jan 3am,1389.01
Delhi - 2018,14-Jan 4am,1440.12
Delhi - 2018,14-Jan 5am,1648.95
Delhi - 2018,14-Jan 6am,2127.44
Delhi - 2018,14-Jan 7am,2766.07
Delhi - 2018,14-Jan 8am,3379.24
Delhi - 2018,14-Jan 9am,3734.02
Delhi - 2018,14-Jan 10am,3918.82
Delhi - 2018,14-Jan 11am,3769.64
Delhi - 2018,14-Jan 12pm,3466.72
Delhi - 2018,14-Jan 1pm,2983.97
Delhi - 2018,14-Jan 2pm,2764.05
Delhi - 2018,14-Jan 3pm,2638.71
Delhi - 2018,14-Jan 4pm,2636.32
Delhi - 2018,14-Jan 5pm,2760.69
Delhi - 2018,14-Jan 6pm,3051.48
Delhi - 2018,14-Jan 7pm,3052.48
Delhi - 2018,14-Jan 8pm,2949.32
Delhi - 2018,14-Jan 9pm,2682.17
Delhi - 2018,14-Jan 10pm,2497.20
Delhi - 2018,14-Jan 11pm,2228.74
Delhi - 2018,15-Jan 12am,1773.05
Delhi - 2018,15-Jan 1am,1612.68
Delhi - 2018,15-Jan 2am,1551.22
Delhi - 2018,15-Jan 3am,1525.69
Delhi - 2018,15-Jan 4am,1560.31
Delhi - 2018,15-Jan 5am,1837.02
Delhi - 2018,15-Jan 6am,2522.29
Delhi - 2018,15-Jan 7am,3066.10
Delhi - 2018,15-Jan 8am,3422.21
Delhi - 2018,15-Jan 9am,3799.40
Delhi - 2018,15-Jan 10am,3946.13
Delhi - 2018,15-Jan 11am,3784.15
Delhi - 2018,15-Jan 12pm,3518.06
Delhi - 2018,15-Jan 1pm,3220.85
Delhi - 2018,15-Jan 2pm,3010.67
Delhi - 2018,15-Jan 3pm,2949.49
Delhi - 2018,15-Jan 4pm,2919.25
Delhi - 2018,15-Jan 5pm,3008.94
Delhi - 2018,15-Jan 6pm,3272.55
Delhi - 2018,15-Jan 7pm,3232.29
Delhi - 2018,15-Jan 8pm,3104.98
Delhi - 2018,15-Jan 9pm,2809.70
Delhi - 2018,15-Jan 10pm,2511.23
Delhi - 2018,15-Jan 11pm,2095.04
Delhi - 2018,16-Jan 12am,1765.81
Delhi - 2018,16-Jan 1am,1598.05
Delhi - 2018,16-Jan 2am,1520.23
Delhi - 2018,16-Jan 3am,1485.40
Delhi - 2018,16-Jan 4am,1561.94
Delhi - 2018,16-Jan 5am,1961.72
Delhi - 2018,16-Jan 6am,2884.07
Delhi - 2018,16-Jan 7am,3570.84
Delhi - 2018,16-Jan 8am,3787.58
Delhi - 2018,16-Jan 9am,3817.99
Delhi - 2018,16-Jan 10am,3857.14
Delhi - 2018,16-Jan 11am,3666.97
Delhi - 2018,16-Jan 12pm,3399.41
Delhi - 2018,16-Jan 1pm,3011.59
Delhi - 2018,16-Jan 2pm,2988.26
Delhi - 2018,16-Jan 3pm,2945.97
Delhi - 2018,16-Jan 4pm,2918.30
Delhi - 2018,16-Jan 5pm,3029.71
Delhi - 2018,16-Jan 6pm,3341.80
Delhi - 2018,16-Jan 7pm,3340.55
Delhi - 2018,16-Jan 8pm,3137.37
Delhi - 2018,16-Jan 9pm,2814.90
Delhi - 2018,16-Jan 10pm,2559.37
Delhi - 2018,16-Jan 11pm,2140.55
Delhi - 2018,17-Jan 12am,1820.83
Delhi - 2018,17-Jan 1am,1658.21
Delhi - 2018,17-Jan 2am,1596.98
Delhi - 2018,17-Jan 3am,1568.44
Delhi - 2018,17-Jan 4am,1656.74
Delhi - 2018,17-Jan 5am,2024.08
Delhi - 2018,17-Jan 6am,2953.07
Delhi - 2018,17-Jan 7am,3606.52
Delhi - 2018,17-Jan 8am,3826.80
Delhi - 2018,17-Jan 9am,3898.25
Delhi - 2018,17-Jan 10am,3991.22
Delhi - 2018,17-Jan 11am,3833.56
Delhi - 2018,17-Jan 12pm,3555.74
Delhi - 2018,17-Jan 1pm,3125.60
Delhi - 2018,17-Jan 2pm,3087.53
Delhi - 2018,17-Jan 3pm,3034.89
Delhi - 2018,17-Jan 4pm,2984.58
Delhi - 2018,17-Jan 5pm,3103.24
Delhi - 2018,17-Jan 6pm,3417.08
Delhi - 2018,17-Jan 7pm,3396.02
Delhi - 2018,17-Jan 8pm,3190.26
Delhi - 2018,17-Jan 9pm,2867.00
Delhi - 2018,17-Jan 10pm,2558.27
Delhi - 2018,17-Jan 11pm,2139.57
Delhi - 2018,18-Jan 12am,1812.80
Delhi - 2018,18-Jan 1am,1631.01
Delhi - 2018,18-Jan 2am,1555.21
Delhi - 2018,18-Jan 3am,1524.50
Delhi - 2018,18-Jan 4am,1590.25
Delhi - 2018,18-Jan 5am,1961.99
Delhi - 2018,18-Jan 6am,2846.10
Delhi - 2018,18-Jan 7am,3502.69
Delhi - 2018,18-Jan 8am,3733.48
Delhi - 2018,18-Jan 9am,3831.24
Delhi - 2018,18-Jan 10am,3894.09
Delhi - 2018,18-Jan 11am,3694.22
Delhi - 2018,18-Jan 12pm,3429.36
Delhi - 2018,18-Jan 1pm,3065.41
Delhi - 2018,18-Jan 2pm,3040.74
Delhi - 2018,18-Jan 3pm,3002.67
Delhi - 2018,18-Jan 4pm,2973.95
Delhi - 2018,18-Jan 5pm,3114.90
Delhi - 2018,18-Jan 6pm,3388.12
Delhi - 2018,18-Jan 7pm,3380.73
Delhi - 2018,18-Jan 8pm,3166.16
Delhi - 2018,18-Jan 9pm,2815.84
Delhi - 2018,18-Jan 10pm,2522.62
Delhi - 2018,18-Jan 11pm,2255.50
Delhi - 2018,19-Jan 12am,2254.32
Delhi - 2018,19-Jan 1am,1791.90
Delhi - 2018,19-Jan 2am,1791.94
Delhi - 2018,19-Jan 3am,1738.92
Delhi - 2018,19-Jan 4am,1579.91
Delhi - 2018,19-Jan 5am,1872.00
Delhi - 2018,19-Jan 6am,2496.99
Delhi - 2018,19-Jan 7am,3334.76
Delhi - 2018,19-Jan 8am,3463.03
Delhi - 2018,19-Jan 9am,3463.01
Delhi - 2018,19-Jan 10am,3869.21
Delhi - 2018,19-Jan 11am,3855.68
Delhi - 2018,19-Jan 12pm,3444.87
Delhi - 2018,19-Jan 1pm,3130.17
Delhi - 2018,19-Jan 2pm,3100.25
Delhi - 2018,19-Jan 3pm,3027.92
Delhi - 2018,19-Jan 4pm,2987.29
Delhi - 2018,19-Jan 5pm,3110.54
Delhi - 2018,19-Jan 6pm,3396.51
Delhi - 2018,19-Jan 7pm,3372.51
Delhi - 2018,19-Jan 8pm,3124.71
Delhi - 2018,19-Jan 9pm,2793.79
Delhi - 2018,19-Jan 10pm,2526.11
Delhi - 2018,19-Jan 11pm,2138.74
Delhi - 2018,20-Jan 12am,1821.24
Delhi - 2018,20-Jan 1am,1639.08
Delhi - 2018,20-Jan 2am,1563.21
Delhi - 2018,20-Jan 3am,1532.82
Delhi - 2018,20-Jan 4am,1588.11
Delhi - 2018,20-Jan 5am,1893.48
Delhi - 2018,20-Jan 6am,2593.97
Delhi - 2018,20-Jan 7am,3240.15
Delhi - 2018,20-Jan 8am,3589.64
Delhi - 2018,20-Jan 9am,3705.05
Delhi - 2018,20-Jan 10am,3770.76
Delhi - 2018,20-Jan 11am,3607.97
Delhi - 2018,20-Jan 12pm,3347.84
Delhi - 2018,20-Jan 1pm,2946.95
Delhi - 2018,20-Jan 2pm,2861.81
Delhi - 2018,20-Jan 3pm,2772.76
Delhi - 2018,20-Jan 4pm,2739.62
Delhi - 2018,20-Jan 5pm,2890.49
Delhi - 2018,20-Jan 6pm,3193.97
Delhi - 2018,20-Jan 7pm,3175.06
Delhi - 2018,20-Jan 8pm,2961.90
Delhi - 2018,20-Jan 9pm,2682.57
Delhi - 2018,20-Jan 10pm,2433.09
Delhi - 2018,20-Jan 11pm,2067.97
Delhi - 2018,21-Jan 12am,1765.40
Delhi - 2018,21-Jan 1am,1583.97
Delhi - 2018,21-Jan 2am,1501.59
Delhi - 2018,21-Jan 3am,1462.19
Delhi - 2018,21-Jan 4am,1505.66
Delhi - 2018,21-Jan 5am,1709.09
Delhi - 2018,21-Jan 6am,2141.59
Delhi - 2018,21-Jan 7am,2761.05
Delhi - 2018,21-Jan 8am,3346.69
Delhi - 2018,21-Jan 9am,3673.75
Delhi - 2018,21-Jan 10am,3879.00
Delhi - 2018,21-Jan 11am,3788.78
Delhi - 2018,21-Jan 12pm,3559.03
Delhi - 2018,21-Jan 1pm,3095.99
Delhi - 2018,21-Jan 2pm,2866.68
Delhi - 2018,21-Jan 3pm,2652.31
Delhi - 2018,21-Jan 4pm,2601.17
Delhi - 2018,21-Jan 5pm,2700.14
Delhi - 2018,21-Jan 6pm,3020.05
Delhi - 2018,21-Jan 7pm,3049.97
Delhi - 2018,21-Jan 8pm,2870.13
Delhi - 2018,21-Jan 9pm,2658.50
Delhi - 2018,21-Jan 10pm,2372.33
Delhi - 2018,21-Jan 11pm,2019.34
Delhi - 2018,22-Jan 12am,1710.65
Delhi - 2018,22-Jan 1am,1542.53
Delhi - 2018,22-Jan 2am,1459.75
Delhi - 2018,22-Jan 3am,1441.08
Delhi - 2018,22-Jan 4am,1515.46
Delhi - 2018,22-Jan 5am,1907.80
Delhi - 2018,22-Jan 6am,2813.03
Delhi - 2018,22-Jan 7am,3433.01
Delhi - 2018,22-Jan 8am,3656.47
Delhi - 2018,22-Jan 9am,3774.24
Delhi - 2018,22-Jan 10am,3848.74
Delhi - 2018,22-Jan 11am,3668.18
Delhi - 2018,22-Jan 12pm,3394.34
Delhi - 2018,22-Jan 1pm,2985.71
Delhi - 2018,22-Jan 2pm,2968.86
Delhi - 2018,22-Jan 3pm,2907.75
Delhi - 2018,22-Jan 4pm,2889.34
Delhi - 2018,22-Jan 5pm,3006.98
Delhi - 2018,22-Jan 6pm,3278.79
Delhi - 2018,22-Jan 7pm,3262.31
Delhi - 2018,22-Jan 8pm,3059.23
Delhi - 2018,22-Jan 9pm,2757.92
Delhi - 2018,22-Jan 10pm,2457.54
Delhi - 2018,22-Jan 11pm,2087.80
Delhi - 2018,23-Jan 12am,1797.91
Delhi - 2018,23-Jan 1am,1631.94
Delhi - 2018,23-Jan 2am,1550.70
Delhi - 2018,23-Jan 3am,1515.96
Delhi - 2018,23-Jan 4am,1589.79
Delhi - 2018,23-Jan 5am,1938.79
Delhi - 2018,23-Jan 6am,2793.18
Delhi - 2018,23-Jan 7am,3395.14
Delhi - 2018,23-Jan 8am,3547.60
Delhi - 2018,23-Jan 9am,3666.64
Delhi - 2018,23-Jan 10am,3744.83
Delhi - 2018,23-Jan 11am,3635.93
Delhi - 2018,23-Jan 12pm,3255.37
Delhi - 2018,23-Jan 1pm,2992.13
Delhi - 2018,23-Jan 2pm,2959.94
Delhi - 2018,23-Jan 3pm,2953.97
Delhi - 2018,23-Jan 4pm,2963.65
Delhi - 2018,23-Jan 5pm,3071.92
Delhi - 2018,23-Jan 6pm,3295.97
Delhi - 2018,23-Jan 7pm,3316.96
Delhi - 2018,23-Jan 8pm,3154.85
Delhi - 2018,23-Jan 9pm,2873.76
Delhi - 2018,23-Jan 10pm,2530.51
Delhi - 2018,23-Jan 11pm,2096.78
Delhi - 2018,24-Jan 12am,1783.28
Delhi - 2018,24-Jan 1am,1612.26
Delhi - 2018,24-Jan 2am,1538.41
Delhi - 2018,24-Jan 3am,1511.13
Delhi - 2018,24-Jan 4am,1581.66
Delhi - 2018,24-Jan 5am,1957.43
Delhi - 2018,24-Jan 6am,2855.58
Delhi - 2018,24-Jan 7am,3563.21
Delhi - 2018,24-Jan 8am,3828.40
Delhi - 2018,24-Jan 9am,3955.88
Delhi - 2018,24-Jan 10am,4048.64
Delhi - 2018,24-Jan 11am,3915.17
Delhi - 2018,24-Jan 12pm,3654.46
Delhi - 2018,24-Jan 1pm,3294.18
Delhi - 2018,24-Jan 2pm,3211.04
Delhi - 2018,24-Jan 3pm,3087.31
Delhi - 2018,24-Jan 4pm,3076.30
Delhi - 2018,24-Jan 5pm,3221.70
Delhi - 2018,24-Jan 6pm,3439.57
Delhi - 2018,24-Jan 7pm,3462.61
Delhi - 2018,24-Jan 8pm,3249.84
Delhi - 2018,24-Jan 9pm,2903.30
Delhi - 2018,24-Jan 10pm,2628.27
Delhi - 2018,24-Jan 11pm,2187.07
Delhi - 2018,25-Jan 12am,1852.38
Delhi - 2018,25-Jan 1am,1661.24
Delhi - 2018,25-Jan 2am,1575.38
Delhi - 2018,25-Jan 3am,1545.07
Delhi - 2018,25-Jan 4am,1612.75
Delhi - 2018,25-Jan 5am,1969.09
Delhi - 2018,25-Jan 6am,2838.64
Delhi - 2018,25-Jan 7am,3484.90
Delhi - 2018,25-Jan 8am,3763.22
Delhi - 2018,25-Jan 9am,3885.72
Delhi - 2018,25-Jan 10am,3991.86
Delhi - 2018,25-Jan 11am,3880.03
Delhi - 2018,25-Jan 12pm,3599.44
Delhi - 2018,25-Jan 1pm,3167.10
Delhi - 2018,25-Jan 2pm,3110.67
Delhi - 2018,25-Jan 3pm,3057.33
Delhi - 2018,25-Jan 4pm,3055.21
Delhi - 2018,25-Jan 5pm,3132.20
