State,Date,Hourly Demand Met (in MW)
Delhi - 2021,03-Jan 1am,1637.81
Delhi - 2021,03-Jan 2am,1515.30
Delhi - 2021,03-Jan 3am,1456.38
Delhi - 2021,03-Jan 4am,1505.35
Delhi - 2021,03-Jan 5am,1717.88
Delhi - 2021,03-Jan 6am,1795.97
Delhi - 2021,03-Jan 7am,2797.24
Delhi - 2021,03-Jan 8am,3617.47
Delhi - 2021,03-Jan 9am,3819.48
Delhi - 2021,03-Jan 10am,3891.72
Delhi - 2021,03-Jan 11am,3946.46
Delhi - 2021,03-Jan 12pm,4024.87
Delhi - 2021,03-Jan 1pm,3651.61
Delhi - 2021,03-Jan 2pm,3456.33
Delhi - 2021,03-Jan 3pm,3209.07
Delhi - 2021,03-Jan 4pm,3079.17
Delhi - 2021,03-Jan 5pm,3203.70
Delhi - 2021,03-Jan 6pm,3422.31
Delhi - 2021,03-Jan 7pm,3359.88
Delhi - 2021,03-Jan 8pm,3242.20
Delhi - 2021,03-Jan 9pm,3100.80
Delhi - 2021,03-Jan 10pm,2810.52
Delhi - 2021,03-Jan 11pm,2380.22
Delhi - 2021,04-Jan 12am,1977.94
Delhi - 2021,04-Jan 1am,1753.57
Delhi - 2021,04-Jan 2am,1639.60
Delhi - 2021,04-Jan 3am,1604.16
Delhi - 2021,04-Jan 4am,1655.19
Delhi - 2021,04-Jan 5am,1912.24
Delhi - 2021,04-Jan 6am,2469.01
Delhi - 2021,04-Jan 7am,3263.33
Delhi - 2021,04-Jan 8am,3942.28
Delhi - 2021,04-Jan 9am,4113.65
Delhi - 2021,04-Jan 10am,4293.42
Delhi - 2021,04-Jan 11am,4341.34
Delhi - 2021,04-Jan 12pm,4115.83
Delhi - 2021,04-Jan 1pm,3783.19
Delhi - 2021,04-Jan 2pm,3578.30
Delhi - 2021,04-Jan 3pm,3444.53
Delhi - 2021,04-Jan 4pm,3444.53
Delhi - 2021,04-Jan 5pm,3554.17
Delhi - 2021,04-Jan 6pm,3656.72
Delhi - 2021,04-Jan 7pm,3519.00
Delhi - 2021,04-Jan 8pm,3300.15
Delhi - 2021,04-Jan 9pm,3051.50
Delhi - 2021,04-Jan 10pm,2747.92
Delhi - 2021,04-Jan 11pm,2307.18
Delhi - 2021,05-Jan 12am,1914.52
Delhi - 2021,05-Jan 1am,1681.95
Delhi - 2021,05-Jan 2am,1580.94
Delhi - 2021,05-Jan 3am,1553.78
Delhi - 2021,05-Jan 4am,1601.75
Delhi - 2021,05-Jan 5am,1862.11
Delhi - 2021,05-Jan 6am,2444.27
Delhi - 2021,05-Jan 7am,3195.27
Delhi - 2021,05-Jan 8am,3716.45
Delhi - 2021,05-Jan 9am,3967.78
Delhi - 2021,05-Jan 10am,4195.96
Delhi - 2021,05-Jan 11am,4145.98
Delhi - 2021,05-Jan 12pm,4007.30
Delhi - 2021,05-Jan 1pm,3667.59
Delhi - 2021,05-Jan 2pm,3517.63
Delhi - 2021,05-Jan 3pm,3370.27
Delhi - 2021,05-Jan 4pm,3295.68
Delhi - 2021,05-Jan 5pm,3439.64
Delhi - 2021,05-Jan 6pm,3615.27
Delhi - 2021,05-Jan 7pm,3477.81
Delhi - 2021,05-Jan 8pm,3236.35
Delhi - 2021,05-Jan 9pm,3001.96
Delhi - 2021,05-Jan 10pm,2708.51
Delhi - 2021,05-Jan 11pm,2296.99
Delhi - 2021,06-Jan 12am,1909.04
Delhi - 2021,06-Jan 1am,1693.44
Delhi - 2021,06-Jan 2am,1592.51
Delhi - 2021,06-Jan 3am,1555.69
Delhi - 2021,06-Jan 4am,1622.56
Delhi - 2021,06-Jan 5am,1875.05
Delhi - 2021,06-Jan 6am,2441.86
Delhi - 2021,06-Jan 7am,3186.25
Delhi - 2021,06-Jan 8am,3810.24
Delhi - 2021,06-Jan 9am,4088.61
Delhi - 2021,06-Jan 10am,4289.98
Delhi - 2021,06-Jan 11am,4292.40
Delhi - 2021,06-Jan 12pm,4117.24
Delhi - 2021,06-Jan 1pm,3705.18
Delhi - 2021,06-Jan 2pm,3508.35
Delhi - 2021,06-Jan 3pm,3317.30
Delhi - 2021,06-Jan 4pm,3257.73
Delhi - 2021,06-Jan 5pm,3455.10
Delhi - 2021,06-Jan 6pm,3631.07
Delhi - 2021,06-Jan 7pm,3466.92
Delhi - 2021,06-Jan 8pm,3240.91
Delhi - 2021,06-Jan 9pm,2966.02
Delhi - 2021,06-Jan 10pm,2707.25
Delhi - 2021,06-Jan 11pm,2288.85
Delhi - 2021,07-Jan 12am,1901.34
Delhi - 2021,07-Jan 1am,1679.95
Delhi - 2021,07-Jan 2am,1578.96
Delhi - 2021,07-Jan 3am,1536.03
Delhi - 2021,07-Jan 4am,1592.36
Delhi - 2021,07-Jan 5am,1841.05
Delhi - 2021,07-Jan 6am,2412.98
Delhi - 2021,07-Jan 7am,3154.01
Delhi - 2021,07-Jan 8am,3749.66
Delhi - 2021,07-Jan 9am,4028.11
Delhi - 2021,07-Jan 10am,4256.59
Delhi - 2021,07-Jan 11am,4133.57
Delhi - 2021,07-Jan 12pm,3913.29
Delhi - 2021,07-Jan 1pm,3489.23
Delhi - 2021,07-Jan 2pm,3372.71
Delhi - 2021,07-Jan 3pm,3260.66
Delhi - 2021,07-Jan 4pm,3214.49
Delhi - 2021,07-Jan 5pm,3410.08
Delhi - 2021,07-Jan 6pm,3593.24
Delhi - 2021,07-Jan 7pm,3481.05
Delhi - 2021,07-Jan 8pm,3304.49
Delhi - 2021,07-Jan 9pm,3062.71
Delhi - 2021,07-Jan 10pm,2723.47
Delhi - 2021,07-Jan 11pm,2337.08
Delhi - 2021,08-Jan 12am,1994.07
Delhi - 2021,08-Jan 1am,1784.07
Delhi - 2021,08-Jan 2am,1688.38
Delhi - 2021,08-Jan 3am,1660.74
Delhi - 2021,08-Jan 4am,1705.76
Delhi - 2021,08-Jan 5am,1957.92
Delhi - 2021,08-Jan 6am,2518.56
Delhi - 2021,08-Jan 7am,3236.07
Delhi - 2021,08-Jan 8am,3938.73
Delhi - 2021,08-Jan 9am,4241.26
Delhi - 2021,08-Jan 10am,4486.62
Delhi - 2021,08-Jan 11am,4451.08
Delhi - 2021,08-Jan 12pm,4351.86
Delhi - 2021,08-Jan 1pm,3883.21
Delhi - 2021,08-Jan 2pm,3663.11
Delhi - 2021,08-Jan 3pm,3473.48
Delhi - 2021,08-Jan 4pm,3394.39
Delhi - 2021,08-Jan 5pm,3573.38
Delhi - 2021,08-Jan 6pm,3688.75
Delhi - 2021,08-Jan 7pm,3539.53
Delhi - 2021,08-Jan 8pm,3328.64
Delhi - 2021,08-Jan 9pm,3071.75
Delhi - 2021,08-Jan 10pm,2761.47
Delhi - 2021,08-Jan 11pm,2358.53
Delhi - 2021,09-Jan 12am,1950.76
Delhi - 2021,09-Jan 1am,1719.86
Delhi - 2021,09-Jan 2am,1608.55
Delhi - 2021,09-Jan 3am,1553.80
Delhi - 2021,09-Jan 4am,1608.98
Delhi - 2021,09-Jan 5am,1844.70
Delhi - 2021,09-Jan 6am,2388.73
Delhi - 2021,09-Jan 7am,3094.87
Delhi - 2021,09-Jan 8am,3684.91
Delhi - 2021,09-Jan 9am,3942.11
Delhi - 2021,09-Jan 10am,4108.00
Delhi - 2021,09-Jan 11am,4049.87
Delhi - 2021,09-Jan 12pm,3822.25
Delhi - 2021,09-Jan 1pm,3409.20
Delhi - 2021,09-Jan 2pm,3210.15
Delhi - 2021,09-Jan 3pm,3045.73
Delhi - 2021,09-Jan 4pm,3020.33
Delhi - 2021,09-Jan 5pm,3144.56
Delhi - 2021,09-Jan 6pm,3373.57
Delhi - 2021,09-Jan 7pm,3268.78
Delhi - 2021,09-Jan 8pm,3097.23
Delhi - 2021,09-Jan 9pm,2878.45
Delhi - 2021,09-Jan 10pm,2609.39
Delhi - 2021,09-Jan 11pm,2212.34
Delhi - 2021,10-Jan 12am,1856.20
Delhi - 2021,10-Jan 1am,1633.85
Delhi - 2021,10-Jan 2am,1523.51
Delhi - 2021,10-Jan 3am,1477.43
Delhi - 2021,10-Jan 4am,1524.48
Delhi - 2021,10-Jan 5am,1734.51
Delhi - 2021,10-Jan 6am,2193.60
Delhi - 2021,10-Jan 7am,2820.97
Delhi - 2021,10-Jan 8am,3463.27
Delhi - 2021,10-Jan 9am,3873.71
Delhi - 2021,10-Jan 10am,4164.68
Delhi - 2021,10-Jan 11am,4161.31
Delhi - 2021,10-Jan 12pm,3914.96
Delhi - 2021,10-Jan 1pm,3477.85
Delhi - 2021,10-Jan 2pm,3219.03
Delhi - 2021,10-Jan 3pm,3015.19
Delhi - 2021,10-Jan 4pm,2939.94
Delhi - 2021,10-Jan 5pm,3139.45
Delhi - 2021,10-Jan 6pm,3410.73
Delhi - 2021,10-Jan 7pm,3364.79
Delhi - 2021,10-Jan 8pm,3234.58
Delhi - 2021,10-Jan 9pm,3071.91
Delhi - 2021,10-Jan 10pm,2778.77
Delhi - 2021,10-Jan 11pm,2336.15
Delhi - 2021,11-Jan 12am,1920.75
Delhi - 2021,11-Jan 1am,1679.02
Delhi - 2021,11-Jan 2am,1569.40
Delhi - 2021,11-Jan 3am,1525.28
Delhi - 2021,11-Jan 4am,1591.23
Delhi - 2021,11-Jan 5am,1857.99
Delhi - 2021,11-Jan 6am,2456.98
Delhi - 2021,11-Jan 7am,3305.14
Delhi - 2021,11-Jan 8am,4016.72
Delhi - 2021,11-Jan 9am,4355.43
Delhi - 2021,11-Jan 10am,4560.37
Delhi - 2021,11-Jan 11am,4432.56
Delhi - 2021,11-Jan 12pm,4201.62
Delhi - 2021,11-Jan 1pm,3807.54
Delhi - 2021,11-Jan 2pm,3603.86
Delhi - 2021,11-Jan 3pm,3466.14
Delhi - 2021,11-Jan 4pm,3439.61
Delhi - 2021,11-Jan 5pm,3599.34
Delhi - 2021,11-Jan 6pm,3845.81
Delhi - 2021,11-Jan 7pm,3731.63
Delhi - 2021,11-Jan 8pm,3480.14
Delhi - 2021,11-Jan 9pm,3274.87
Delhi - 2021,11-Jan 10pm,2963.44
Delhi - 2021,11-Jan 11pm,2475.10
Delhi - 2021,12-Jan 12am,1917.82
Delhi - 2021,12-Jan 1am,1676.61
Delhi - 2021,12-Jan 2am,1569.02
Delhi - 2021,12-Jan 3am,1529.66
Delhi - 2021,12-Jan 4am,1589.62
Delhi - 2021,12-Jan 5am,1866.74
Delhi - 2021,12-Jan 6am,2465.00
Delhi - 2021,12-Jan 7am,3328.45
Delhi - 2021,12-Jan 8am,4050.27
Delhi - 2021,12-Jan 9am,4436.16
Delhi - 2021,12-Jan 10am,4649.95
Delhi - 2021,12-Jan 11am,4572.70
Delhi - 2021,12-Jan 12pm,4274.56
Delhi - 2021,12-Jan 1pm,3769.90
Delhi - 2021,12-Jan 2pm,3591.27
Delhi - 2021,12-Jan 3pm,3454.68
Delhi - 2021,12-Jan 4pm,3383.23
Delhi - 2021,12-Jan 5pm,3516.47
Delhi - 2021,12-Jan 6pm,3812.77
Delhi - 2021,12-Jan 7pm,3722.21
Delhi - 2021,12-Jan 8pm,3575.79
Delhi - 2021,12-Jan 9pm,3307.51
Delhi - 2021,12-Jan 10pm,2988.50
Delhi - 2021,12-Jan 11pm,2501.27
Delhi - 2021,13-Jan 12am,2021.80
Delhi - 2021,13-Jan 1am,1752.37
Delhi - 2021,13-Jan 2am,1633.03
Delhi - 2021,13-Jan 3am,1586.49
Delhi - 2021,13-Jan 4am,1647.45
Delhi - 2021,13-Jan 5am,1930.17
Delhi - 2021,13-Jan 6am,2570.67
Delhi - 2021,13-Jan 7am,3467.69
Delhi - 2021,13-Jan 8am,4164.75
Delhi - 2021,13-Jan 9am,4371.27
Delhi - 2021,13-Jan 10am,4473.51
Delhi - 2021,13-Jan 11am,4590.81
Delhi - 2021,13-Jan 12pm,4421.41
Delhi - 2021,13-Jan 1pm,3871.12
Delhi - 2021,13-Jan 2pm,3684.70
Delhi - 2021,13-Jan 3pm,3534.06
Delhi - 2021,13-Jan 4pm,3472.36
Delhi - 2021,13-Jan 5pm,3594.31
Delhi - 2021,13-Jan 6pm,3892.19
Delhi - 2021,13-Jan 7pm,3780.58
Delhi - 2021,13-Jan 8pm,3540.68
Delhi - 2021,13-Jan 9pm,3275.00
Delhi - 2021,13-Jan 10pm,2989.61
Delhi - 2021,13-Jan 11pm,2537.19
Delhi - 2021,14-Jan 12am,2095.20
Delhi - 2021,14-Jan 1am,1817.27
Delhi - 2021,14-Jan 2am,1695.16
Delhi - 2021,14-Jan 3am,1630.96
Delhi - 2021,14-Jan 4am,1693.86
Delhi - 2021,14-Jan 5am,2013.55
Delhi - 2021,14-Jan 6am,2664.48
Delhi - 2021,14-Jan 7am,3584.57
Delhi - 2021,14-Jan 8am,4301.57
Delhi - 2021,14-Jan 9am,4619.26
Delhi - 2021,14-Jan 10am,4729.33
Delhi - 2021,14-Jan 11am,4567.46
Delhi - 2021,14-Jan 12pm,4252.42
Delhi - 2021,14-Jan 1pm,3744.95
Delhi - 2021,14-Jan 2pm,3624.60
Delhi - 2021,14-Jan 3pm,3474.24
Delhi - 2021,14-Jan 4pm,3423.31
Delhi - 2021,14-Jan 5pm,3583.46
Delhi - 2021,14-Jan 6pm,3793.56
Delhi - 2021,14-Jan 7pm,3698.05
Delhi - 2021,14-Jan 8pm,3551.09
Delhi - 2021,14-Jan 9pm,3317.03
Delhi - 2021,14-Jan 10pm,3006.21
Delhi - 2021,14-Jan 11pm,2489.96
Delhi - 2021,15-Jan 12am,2038.90
Delhi - 2021,15-Jan 1am,1782.36
Delhi - 2021,15-Jan 2am,1652.44
Delhi - 2021,15-Jan 3am,1591.09
Delhi - 2021,15-Jan 4am,1645.23
Delhi - 2021,15-Jan 5am,1907.52
Delhi - 2021,15-Jan 6am,2523.60
Delhi - 2021,15-Jan 7am,3385.26
Delhi - 2021,15-Jan 8am,4082.71
Delhi - 2021,15-Jan 9am,4534.89
Delhi - 2021,15-Jan 10am,4735.30
Delhi - 2021,15-Jan 11am,4632.93
Delhi - 2021,15-Jan 12pm,4384.67
Delhi - 2021,15-Jan 1pm,3868.43
Delhi - 2021,15-Jan 2pm,3630.19
Delhi - 2021,15-Jan 3pm,3464.76
Delhi - 2021,15-Jan 4pm,3422.32
Delhi - 2021,15-Jan 5pm,3576.35
Delhi - 2021,15-Jan 6pm,3765.09
Delhi - 2021,15-Jan 7pm,3673.26
Delhi - 2021,15-Jan 8pm,3470.52
Delhi - 2021,15-Jan 9pm,3254.55
Delhi - 2021,15-Jan 10pm,2918.63
Delhi - 2021,15-Jan 11pm,2466.09
Delhi - 2021,16-Jan 12am,2037.32
Delhi - 2021,16-Jan 1am,1768.35
Delhi - 2021,16-Jan 2am,1647.02
Delhi - 2021,16-Jan 3am,1585.67
Delhi - 2021,16-Jan 4am,1625.08
Delhi - 2021,16-Jan 5am,1877.87
Delhi - 2021,16-Jan 6am,2440.36
Delhi - 2021,16-Jan 7am,3189.08
Delhi - 2021,16-Jan 8am,3831.44
Delhi - 2021,16-Jan 9am,4160.65
Delhi - 2021,16-Jan 10am,4416.25
Delhi - 2021,16-Jan 11am,4322.20
Delhi - 2021,16-Jan 12pm,3972.53
Delhi - 2021,16-Jan 1pm,3510.87
Delhi - 2021,16-Jan 2pm,3321.34
Delhi - 2021,16-Jan 3pm,3156.69
Delhi - 2021,16-Jan 4pm,3123.85
Delhi - 2021,16-Jan 5pm,3291.57
Delhi - 2021,16-Jan 6pm,3611.38
Delhi - 2021,16-Jan 7pm,3613.26
Delhi - 2021,16-Jan 8pm,3457.35
Delhi - 2021,16-Jan 9pm,3256.85
Delhi - 2021,16-Jan 10pm,2942.17
Delhi - 2021,16-Jan 11pm,2470.01
Delhi - 2021,17-Jan 12am,2035.07
Delhi - 2021,17-Jan 1am,1765.78
Delhi - 2021,17-Jan 2am,1640.39
Delhi - 2021,17-Jan 3am,1575.61
Delhi - 2021,17-Jan 4am,1622.22
Delhi - 2021,17-Jan 5am,1827.62
Delhi - 2021,17-Jan 6am,2295.34
Delhi - 2021,17-Jan 7am,2896.29
Delhi - 2021,17-Jan 8am,3680.31
Delhi - 2021,17-Jan 9am,4175.32
Delhi - 2021,17-Jan 10am,4523.17
Delhi - 2021,17-Jan 11am,4544.20
Delhi - 2021,17-Jan 12pm,4290.79
Delhi - 2021,17-Jan 1pm,3791.49
Delhi - 2021,17-Jan 2pm,3547.11
Delhi - 2021,17-Jan 3pm,3325.16
Delhi - 2021,17-Jan 4pm,3227.75
Delhi - 2021,17-Jan 5pm,3383.25
Delhi - 2021,17-Jan 6pm,3633.15
Delhi - 2021,17-Jan 7pm,3607.36
Delhi - 2021,17-Jan 8pm,3465.31
Delhi - 2021,17-Jan 9pm,3296.03
Delhi - 2021,17-Jan 10pm,2980.92
Delhi - 2021,17-Jan 11pm,2478.61
Delhi - 2021,18-Jan 12am,1971.09
Delhi - 2021,18-Jan 1am,1693.41
Delhi - 2021,18-Jan 2am,1571.17
Delhi - 2021,18-Jan 3am,1522.80
Delhi - 2021,18-Jan 4am,1573.73
Delhi - 2021,18-Jan 5am,1842.78
Delhi - 2021,18-Jan 6am,2489.50
Delhi - 2021,18-Jan 7am,3384.45
Delhi - 2021,18-Jan 8am,4111.23
Delhi - 2021,18-Jan 9am,4449.77
Delhi - 2021,18-Jan 10am,4686.56
Delhi - 2021,18-Jan 11am,4538.79
Delhi - 2021,18-Jan 12pm,4225.15
Delhi - 2021,18-Jan 1pm,3799.64
Delhi - 2021,18-Jan 2pm,3622.79
Delhi - 2021,18-Jan 3pm,3470.01
Delhi - 2021,18-Jan 4pm,3344.49
Delhi - 2021,18-Jan 5pm,3537.24
Delhi - 2021,18-Jan 6pm,3770.12
Delhi - 2021,18-Jan 7pm,3654.70
Delhi - 2021,18-Jan 8pm,3462.61
Delhi - 2021,18-Jan 9pm,3238.85
Delhi - 2021,18-Jan 10pm,2974.88
Delhi - 2021,18-Jan 11pm,2444.41
Delhi - 2021,19-Jan 12am,1989.77
Delhi - 2021,19-Jan 1am,1737.10
Delhi - 2021,19-Jan 2am,1617.35
Delhi - 2021,19-Jan 3am,1567.68
Delhi - 2021,19-Jan 4am,1625.76
Delhi - 2021,19-Jan 5am,1892.35
Delhi - 2021,19-Jan 6am,2520.92
Delhi - 2021,19-Jan 7am,3426.05
Delhi - 2021,19-Jan 8am,4117.01
Delhi - 2021,19-Jan 9am,4462.61
Delhi - 2021,19-Jan 10am,4621.39
Delhi - 2021,19-Jan 11am,4466.49
Delhi - 2021,19-Jan 12pm,4186.02
Delhi - 2021,19-Jan 1pm,3690.46
Delhi - 2021,19-Jan 2pm,3527.13
Delhi - 2021,19-Jan 3pm,3381.25
Delhi - 2021,19-Jan 4pm,3363.05
Delhi - 2021,19-Jan 5pm,3496.37
Delhi - 2021,19-Jan 6pm,3785.54
Delhi - 2021,19-Jan 7pm,3730.25
Delhi - 2021,19-Jan 8pm,3513.33
Delhi - 2021,19-Jan 9pm,3277.50
Delhi - 2021,19-Jan 10pm,2936.37
Delhi - 2021,19-Jan 11pm,2433.31
Delhi - 2021,20-Jan 12am,2116.46
Delhi - 2021,20-Jan 1am,2110.10
Delhi - 2021,20-Jan 2am,2110.10
Delhi - 2021,20-Jan 3am,2110.10
Delhi - 2021,20-Jan 4am,2110.10
Delhi - 2021,20-Jan 5am,2110.10
Delhi - 2021,20-Jan 6am,2110.10
Delhi - 2021,20-Jan 7am,2110.10
Delhi - 2021,20-Jan 8am,3180.21
Delhi - 2021,20-Jan 9am,4529.56
Delhi - 2021,20-Jan 10am,4679.76
Delhi - 2021,20-Jan 11am,4573.36
Delhi - 2021,20-Jan 12pm,4265.42
Delhi - 2021,20-Jan 1pm,3768.58
Delhi - 2021,20-Jan 2pm,3568.29
Delhi - 2021,20-Jan 3pm,3434.37
Delhi - 2021,20-Jan 4pm,3406.20
Delhi - 2021,20-Jan 5pm,3537.62
Delhi - 2021,20-Jan 6pm,3793.00
Delhi - 2021,20-Jan 7pm,3712.27
Delhi - 2021,20-Jan 8pm,3511.53
Delhi - 2021,20-Jan 9pm,3249.48
Delhi - 2021,20-Jan 10pm,2933.92
Delhi - 2021,20-Jan 11pm,2463.47
Delhi - 2021,21-Jan 12am,2002.07
Delhi - 2021,21-Jan 1am,1748.06
Delhi - 2021,21-Jan 2am,1628.28
Delhi - 2021,21-Jan 3am,1578.68
Delhi - 2021,21-Jan 4am,1626.63
Delhi - 2021,21-Jan 5am,1893.93
Delhi - 2021,21-Jan 6am,2541.63
Delhi - 2021,21-Jan 7am,3421.07
Delhi - 2021,21-Jan 8am,4121.72
Delhi - 2021,21-Jan 9am,4413.44
Delhi - 2021,21-Jan 10am,4513.65
Delhi - 2021,21-Jan 11am,4316.28
Delhi - 2021,21-Jan 12pm,4002.90
Delhi - 2021,21-Jan 1pm,3516.01
Delhi - 2021,21-Jan 2pm,3374.22
Delhi - 2021,21-Jan 3pm,3267.28
Delhi - 2021,21-Jan 4pm,3229.69
Delhi - 2021,21-Jan 5pm,3387.76
Delhi - 2021,21-Jan 6pm,3678.17
Delhi - 2021,21-Jan 7pm,3635.86
Delhi - 2021,21-Jan 8pm,3446.26
Delhi - 2021,21-Jan 9pm,3172.44
Delhi - 2021,21-Jan 10pm,2879.68
Delhi - 2021,21-Jan 11pm,2407.42
Delhi - 2021,22-Jan 12am,1980.57
Delhi - 2021,22-Jan 1am,1728.36
Delhi - 2021,22-Jan 2am,1616.74
Delhi - 2021,22-Jan 3am,1566.03
Delhi - 2021,22-Jan 4am,1626.48
Delhi - 2021,22-Jan 5am,1908.95
Delhi - 2021,22-Jan 6am,2589.52
Delhi - 2021,22-Jan 7am,3512.61
Delhi - 2021,22-Jan 8am,4223.87
Delhi - 2021,22-Jan 9am,4615.29
Delhi - 2021,22-Jan 10am,4822.87
Delhi - 2021,22-Jan 11am,4710.52
Delhi - 2021,22-Jan 12pm,4446.02
Delhi - 2021,22-Jan 1pm,3860.07
Delhi - 2021,22-Jan 2pm,3622.98
Delhi - 2021,22-Jan 3pm,3377.86
Delhi - 2021,22-Jan 4pm,3351.16
Delhi - 2021,22-Jan 5pm,3491.77
Delhi - 2021,22-Jan 6pm,3631.98
Delhi - 2021,22-Jan 7pm,3610.94
Delhi - 2021,22-Jan 8pm,3520.16
Delhi - 2021,22-Jan 9pm,3242.58
Delhi - 2021,22-Jan 10pm,2950.75
Delhi - 2021,22-Jan 11pm,2477.81
Delhi - 2021,23-Jan 12am,2038.47
Delhi - 2021,23-Jan 1am,1776.85
Delhi - 2021,23-Jan 2am,1657.18
Delhi - 2021,23-Jan 3am,1603.89
Delhi - 2021,23-Jan 4am,1654.93
Delhi - 2021,23-Jan 5am,1904.81
Delhi - 2021,23-Jan 6am,2494.81
Delhi - 2021,23-Jan 7am,3253.87
Delhi - 2021,23-Jan 8am,3857.41
Delhi - 2021,23-Jan 9am,4169.39
Delhi - 2021,23-Jan 10am,4383.98
Delhi - 2021,23-Jan 11am,4198.57
Delhi - 2021,23-Jan 12pm,3882.30
Delhi - 2021,23-Jan 1pm,3443.95
Delhi - 2021,23-Jan 2pm,3248.26
Delhi - 2021,23-Jan 3pm,3125.89
Delhi - 2021,23-Jan 4pm,3087.88
Delhi - 2021,23-Jan 5pm,3227.44
Delhi - 2021,23-Jan 6pm,3528.63
Delhi - 2021,23-Jan 7pm,3479.30
Delhi - 2021,23-Jan 8pm,3336.30
Delhi - 2021,23-Jan 9pm,3123.91
Delhi - 2021,23-Jan 10pm,2839.99
Delhi - 2021,23-Jan 11pm,2450.49
Delhi - 2021,24-Jan 12am,2049.71
Delhi - 2021,24-Jan 1am,1833.29
Delhi - 2021,24-Jan 2am,1720.29
Delhi - 2021,24-Jan 3am,1672.08
Delhi - 2021,24-Jan 4am,1708.16
Delhi - 2021,24-Jan 5am,1913.05
Delhi - 2021,24-Jan 6am,2353.58
Delhi - 2021,24-Jan 7am,2934.89
Delhi - 2021,24-Jan 8am,3566.63
Delhi - 2021,24-Jan 9am,4007.93
Delhi - 2021,24-Jan 10am,4334.39
Delhi - 2021,24-Jan 11am,4404.93
Delhi - 2021,24-Jan 12pm,4188.29
Delhi - 2021,24-Jan 1pm,3845.06
Delhi - 2021,24-Jan 2pm,3529.76
Delhi - 2021,24-Jan 3pm,3262.69
Delhi - 2021,24-Jan 4pm,3109.88
Delhi - 2021,24-Jan 5pm,3174.57
Delhi - 2021,24-Jan 6pm,3441.56
Delhi - 2021,24-Jan 7pm,3439.29
Delhi - 2021,24-Jan 8pm,3329.70
Delhi - 2021,24-Jan 9pm,3118.78
Delhi - 2021,24-Jan 10pm,2838.84
Delhi - 2021,24-Jan 11pm,2364.45
Delhi - 2021,25-Jan 12am,1937.34
Delhi - 2021,25-Jan 1am,1694.35
Delhi - 2021,25-Jan 2am,1570.14
Delhi - 2021,25-Jan 3am,1525.24
Delhi - 2021,25-Jan 4am,1600.61
Delhi - 2021,25-Jan 5am,1872.82
Delhi - 2021,25-Jan 6am,2500.53
Delhi - 2021,25-Jan 7am,3342.50
Delhi - 2021,25-Jan 8am,4075.21
Delhi - 2021,25-Jan 9am,4464.07
Delhi - 2021,25-Jan 10am,4717.98
Delhi - 2021,25-Jan 11am,4641.75
Delhi - 2021,25-Jan 12pm,4282.94
Delhi - 2021,25-Jan 1pm,3783.90
Delhi - 2021,25-Jan 2pm,3566.38
Delhi - 2021,25-Jan 3pm,3370.28
Delhi - 2021,25-Jan 4pm,3336.78
Delhi - 2021,25-Jan 5pm,3448.09
